date,Project,plot,grid,sample_name,evacuation_datetime,collection_datetime,tz,doc_mg_l,tdn_mg_l,doc_flag,tdn_flag
2025-01-31,COMPASS: TEMPEST,Control,B4,C_B4_DOC_20250131,2025-01-28T20:36:00Z,2025-01-31T20:19:00Z,EST,31.35,0.9852,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Control,C3,C_C3_DOC_20250131,2025-01-28T20:25:00Z,2025-01-31T19:37:00Z,EST,30.54,0.6599,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Control,D5,C_D5_DOC_20250131,2025-01-28T20:30:00Z,2025-01-31T20:27:00Z,EST,21.09,0.5605,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Control,E3,C_E3_DOC_20250131,2025-01-28T20:22:00Z,2025-01-31T19:26:00Z,EST,25.9,0.7722,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Control,H6,C_H6_DOC_20250131,2025-01-28T20:15:00Z,2025-01-31T19:13:00Z,EST,36.77,1.233,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20250131,2025-01-28T20:12:00Z,2025-01-31T19:00:00Z,EST,16.82,0.5264,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Freshwater,C3,FW_C3_DOC_20250131,2025-01-28T21:22:00Z,2025-01-31T22:14:00Z,EST,23.94,0.8356,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Freshwater,C6,FW_C6_DOC_20250131,2025-01-28T21:14:00Z,2025-01-31T22:05:00Z,EST,14.64,0.611,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Freshwater,D5,FW_D5_DOC_20250131,2025-01-28T21:16:00Z,2025-01-31T22:08:00Z,EST,21.37,0.8061,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Freshwater,H3,FW_H3_DOC_20250131,2025-01-28T22:26:00Z,2025-01-31T22:20:00Z,EST,15.27,0.5781,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Freshwater,I5,FW_I5_DOC_20250131,2025-01-28T22:21:00Z,2025-01-31T22:27:00Z,EST,32.94,1.094,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Saltwater,B4,SW_B4_DOC_20250131,2025-01-28T20:44:00Z,2025-01-31T20:52:00Z,EST,53.78,1.417,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Saltwater,C3,SW_C3_DOC_20250131,2025-01-28T21:49:00Z,2025-01-31T21:08:00Z,EST,51.3,1.41,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Saltwater,E3,SW_E3_DOC_20250131,2025-01-28T20:57:00Z,2025-01-31T21:55:00Z,EST,11.99,0.7017,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Saltwater,F4,SW_F4_DOC_20250131,2025-01-28T20:55:00Z,2025-01-31T21:51:00Z,EST,60.74,2.508,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Saltwater,F6,SW_F6_DOC_20250131,2025-01-28T20:53:00Z,2025-01-31T21:47:00Z,EST,30.94,1.255,NA,TN r2 low
2025-01-31,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20250131,2025-01-28T21:00:00Z,2025-01-31T22:00:00Z,EST,55.88,1.829,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Control,B4,C_B4_DOC_20250204,2025-01-31T20:19:00Z,2025-02-04T18:55:00Z,EST,27.65,0.8189,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Control,C3,C_C3_DOC_20250204,2025-01-31T19:37:00Z,2025-02-04T18:43:00Z,EST,29.65,0.6686,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Control,C6,C_C6_DOC_20250204,2025-01-31T20:35:00Z,2025-02-04T19:07:00Z,EST,20.61,0.5474,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Control,D5,C_D5_DOC_20250204,2025-01-31T20:27:00Z,2025-02-04T19:15:00Z,EST,20.73,0.5411,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Control,E3,C_E3_DOC_20250204,2025-01-31T19:26:00Z,2025-02-04T18:33:00Z,EST,28.82,0.73740000000000006,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Control,F4,C_F4_DOC_20250204,2025-01-31T19:23:00Z,2025-02-04T18:26:00Z,EST,18.53,0.5041,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Control,F6,C_F6_DOC_20250204,2025-01-31T19:21:00Z,2025-02-04T18:19:00Z,EST,61.09,1.366,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Control,H3,C_H3_DOC_20250204,2025-01-31T18:51:00Z,2025-02-04T17:41:00Z,EST,28.35,0.9795,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Control,H6,C_H6_DOC_20250204,2025-01-31T19:13:00Z,2025-02-04T18:06:00Z,EST,34.06,0.9847,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20250204,2025-01-31T19:00:00Z,2025-02-04T17:53:00Z,EST,23.44,0.6517,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Freshwater,B4,FW_B4_DOC_20250204,2025-01-31T22:12:00Z,2025-02-04T22:07:00Z,EST,16.71,1.074,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Freshwater,C3,FW_C3_DOC_20250204,2025-01-31T22:14:00Z,2025-02-04T22:17:00Z,EST,22.56,0.6396,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Freshwater,C6,FW_C6_DOC_20250204,2025-01-31T22:05:00Z,2025-02-04T21:58:00Z,EST,10.73,0.498,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Freshwater,D5,FW_D5_DOC_20250204,2025-01-31T22:08:00Z,2025-02-04T22:24:00Z,EST,21.4,0.6562,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Freshwater,E3,FW_E3_DOC_20250204,2025-01-31T22:16:00Z,2025-02-04T22:33:00Z,EST,19.4,0.633,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Freshwater,F4,FW_F4_DOC_20250204,2025-01-31T22:18:00Z,2025-02-04T22:44:00Z,EST,19.47,0.5781,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Freshwater,F6,FW_F6_DOC_20250204,2025-01-31T22:33:00Z,2025-02-04T23:22:00Z,EST,18.19,0.5225,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Freshwater,H3,FW_H3_DOC_20250204,2025-01-31T22:20:00Z,2025-02-04T22:54:00Z,EST,15.4,0.5379,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Freshwater,H6,FW_H6_DOC_20250204,2025-01-31T22:31:00Z,2025-02-04T23:12:00Z,EST,20.43,0.7514,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Freshwater,I5,FW_I5_DOC_20250204,2025-01-31T22:27:00Z,2025-02-04T23:02:00Z,EST,27.28,0.8174,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,B4,SW_B4_DOC_20250204,2025-01-31T21:08:00Z,2025-02-04T20:20:00Z,EST,69.98,1.797,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,C3,SW_C3_DOC_20250204,2025-01-31T20:52:00Z,2025-02-04T20:10:00Z,EST,73.44,1.985,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,C6,SW_C6_DOC_20250204,2025-01-31T20:45:00Z,2025-02-04T20:30:00Z,EST,48.5,2.272,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20250204,2025-01-31T21:45:00Z,2025-02-04T20:39:00Z,EST,52.21,1.645,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,E3,SW_E3_DOC_20250204,2025-01-31T21:55:00Z,2025-02-04T21:06:00Z,EST,39,1.441,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,F4,SW_F4_DOC_20250204,2025-01-31T21:51:00Z,2025-02-04T20:58:00Z,EST,68.88,2.54,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,F6,SW_F6_DOC_20250204,2025-01-31T21:47:00Z,2025-02-04T20:48:00Z,EST,61.7,2.016,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,H3,SW_H3_DOC_20250204,2025-01-31T21:57:00Z,2025-02-04T21:17:00Z,EST,66.28,2.179,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20250204,2025-01-31T22:00:00Z,2025-02-04T21:33:00Z,EST,45.74,1.406,NA,TN r2 low
2025-02-04,COMPASS: TEMPEST,Saltwater,I5,SW_I5_DOC_20250204,2025-01-31T21:59:00Z,2025-02-04T21:25:00Z,EST,61.38,1.696,NA,TN r2 low
NA,NA,NA,NA,NA,NA,NA,NA,18.98,0.5046,NA,TN r2 low
NA,NA,NA,NA,NA,NA,NA,NA,17.76,0.7287,NA,TN r2 low
NA,NA,NA,NA,NA,NA,NA,NA,61.78,1.771,NA,TN r2 low
2025-04-03,COMPASS: TEMPEST,Saltwater,B4,SW_B4_DOC_20250403,2025-03-31T21:00:00Z,2025-04-03T19:32:00Z,EDT,85,2.174,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Saltwater,C3,SW_C3_DOC_20250403,2025-03-31T20:56:00Z,2025-04-03T20:36:00Z,EDT,67.3,1.819,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Saltwater,C6,SW_C6_DOC_20250403,2025-03-31T21:03:00Z,2025-04-03T19:47:00Z,EDT,60.4,2.035,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20250403,2025-03-31T21:06:00Z,2025-04-03T19:55:00Z,EDT,39.07,1.312,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Saltwater,E3,SW_E3_DOC_20250403,2025-03-31T21:11:00Z,2025-04-03T20:27:00Z,EDT,46.02,1.565,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Freshwater,B4,FW_B4_DOC_20250403,2025-03-31T21:33:00Z,2025-04-03T18:02:00Z,EDT,13.08,0.8065,NPOC checks out of range,NA
2025-04-06,COMPASS: TEMPEST,Freshwater,C3,FW_C3_DOC_20250406,2025-04-03T17:56:00Z,2025-04-06T18:20:00Z,EDT,15.19,0.4337,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Freshwater,C6,FW_C6_DOC_20250403,2025-03-31T21:29:00Z,2025-04-03T18:24:00Z,EDT,9.244,0.2882,NPOC checks out of range,blank is â‰¥ 25% of sample value
2025-04-03,COMPASS: TEMPEST,Freshwater,D5,FW_D5_DOC_20250403,2025-03-31T21:31:00Z,2025-04-03T18:10:00Z,EDT,19.89,0.6236,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Freshwater,F4,FW_F4_DOC_20250403,2025-03-31T21:39:00Z,2025-04-03T17:28:00Z,EDT,20.02,0.5415,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Control,F4,C_F4_DOC_20250403,2025-03-31T20:40:00Z,2025-04-03T21:15:00Z,EDT,18.61,0.4969,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Control,H6,C_H6_DOC_20250403,2025-03-31T20:38:00Z,2025-04-03T21:33:00Z,EDT,24.86,0.6914,NPOC checks out of range,NA
2025-04-03,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20250403,2025-03-31T20:36:00Z,2025-04-03T21:24:00Z,EDT,19.15,0.4633,NPOC checks out of range,NA
2025-05-09,COMPASS: TEMPEST,Control,H3,C_H3_DOC_20250509,2025-05-06T14:31:00Z,2025-05-09T20:25:00Z,EDT,25.46,0.9769,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Control,H6,C_H6_DOC_20250509,2025-05-06T14:36:00Z,2025-05-09T20:31:00Z,EDT,29.91,0.9752,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20250509,2025-05-06T14:40:00Z,2025-05-09T20:27:00Z,EDT,21.48,0.5675,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Freshwater,C6,FW_C6_DOC_20250509,2025-05-06T15:24:00Z,2025-05-09T17:24:00Z,EDT,10.3,0.3652,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Freshwater,D5,FW_D5_DOC_20250509,2025-05-06T15:33:00Z,2025-05-09T17:22:00Z,EDT,18.45,0.6574,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Freshwater,H3,FW_H3_DOC_20250509,2025-05-06T15:40:00Z,2025-05-09T17:33:00Z,EDT,13.93,0.7482,NPOC checks out of range,TN checks out of range
2025-05-12,COMPASS: TEMPEST,Freshwater,H6,FW_H6_DOC_20250512,2025-05-09T17:16:00Z,2025-05-12T18:03:00Z,EDT,18.34,0.7041,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Freshwater,I5,FW_I5_DOC_20250509,2025-05-06T15:42:00Z,2025-05-09T17:35:00Z,EDT,19.3,0.7764,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20250509,2025-05-06T14:58:00Z,2025-05-09T18:56:00Z,EDT,42.4,1.312,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Saltwater,F6,SW_F6_DOC_20250509,2025-05-06T15:01:00Z,2025-05-09T18:59:00Z,EDT,68.25,2.303,NPOC checks out of range,TN checks out of range
2025-05-09,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20250509,2025-05-06T15:09:00Z,2025-05-09T18:41:00Z,EDT,49.77,1.84,NPOC checks out of range,TN checks out of range
2025-06-02,COMPASS: TEMPEST,Saltwater,B4,SW_B4_DOC_20250602,2025-05-30T20:12:00Z,2025-06-02T22:31:00Z,EDT,47.02,1.185,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,C3,SW_C3_DOC_20250602,2025-05-30T20:08:00Z,2025-06-02T22:18:00Z,EDT,65.21,1.804,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,C6,SW_C6_DOC_20250602,2025-05-30T19:46:00Z,2025-06-02T19:34:00Z,EDT,54.19,1.871,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,D5,SW_D5_DOC_20250602,2025-05-30T19:48:00Z,2025-06-02T19:48:00Z,EDT,33.01,1.045,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,E3,SW_E3_DOC_20250602,2025-05-30T20:02:00Z,2025-06-02T22:04:00Z,EDT,33.58,1.076,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,F4,SW_F4_DOC_20250602,2025-05-30T19:59:00Z,2025-06-02T20:38:00Z,EDT,41.28,1.453,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,F6,SW_F6_DOC_20250602,2025-05-30T19:52:00Z,2025-06-02T19:59:00Z,EDT,46.15,1.714,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,H3,SW_H3_DOC_20250602,2025-05-30T19:57:00Z,2025-06-02T20:23:00Z,EDT,27.82,0.8934,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Saltwater,H6,SW_H6_DOC_20250602,2025-05-30T19:53:00Z,2025-06-02T20:11:00Z,EDT,34.14,1.046,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,B4,FW_B4_DOC_20250602,2025-05-30T18:01:00Z,2025-06-02T18:59:00Z,EDT,10.42,0.3236,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,C3,FW_C3_DOC_20250602,2025-05-30T18:00:00Z,2025-06-02T18:47:00Z,EDT,10.72,0.274,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,C6,FW_C6_DOC_20250602,2025-05-30T18:07:00Z,2025-06-02T19:21:00Z,EDT,9.584,0.2677,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,D5,FW_D5_DOC_20250602,2025-05-30T18:05:00Z,2025-06-02T19:10:00Z,EDT,14.33,0.3921,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,E3,FW_E3_DOC_20250602,2025-05-30T17:58:00Z,2025-06-02T18:38:00Z,EDT,9.522,0.2566,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,F4,FW_F4_DOC_20250602,2025-05-30T17:52:00Z,2025-06-02T18:02:00Z,EDT,15.63,0.4121,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,F6,FW_F6_DOC_20250602,2025-05-30T17:56:00Z,2025-06-02T18:25:00Z,EDT,12.67,0.3162,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,H3,FW_H3_DOC_20250602,2025-05-30T17:50:00Z,2025-06-02T17:51:00Z,EDT,11.21,0.4481,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,H6,FW_H6_DOC_20250602,2025-05-30T17:55:00Z,2025-06-02T18:13:00Z,EDT,12.28,0.4213,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Freshwater,I5,FW_I5_DOC_20250602,2025-05-30T17:49:00Z,2025-06-02T17:33:00Z,EDT,12.27,0.395,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,B4,C_B4_DOC_20250602,2025-05-30T20:22:00Z,2025-06-02T22:58:00Z,EDT,15.96,0.4102,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,C3,C_C3_DOC_20250602,2025-05-30T20:24:00Z,2025-06-02T23:09:00Z,EDT,19.63,0.4815,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,C6,C_C6_DOC_20250602,2025-05-30T20:18:00Z,2025-06-02T22:46:00Z,EDT,15.06,0.4146,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,F4,C_F4_DOC_20250602,2025-05-30T20:39:00Z,2025-06-02T23:34:00Z,EDT,14.63,0.3898,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,F6,C_F6_DOC_20250602,2025-05-30T20:31:00Z,2025-06-02T23:24:00Z,EDT,22.46,0.4656,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,H3,C_H3_DOC_20250602,2025-05-30T20:42:00Z,2025-06-02T23:43:00Z,EDT,21.5,0.5364,NPOC checks out of range,NA
2025-06-02,COMPASS: TEMPEST,Control,H6,C_H6_DOC_20250602,2025-05-30T20:49:00Z,2025-06-03T00:07:00Z,EDT,20.72,3.034,NPOC checks out of range,value above cal curve
2025-06-02,COMPASS: TEMPEST,Control,I5,C_I5_DOC_20250602,2025-05-30T20:44:00Z,2025-06-02T23:56:00Z,EDT,15.11,0.3941,NPOC checks out of range,NA
