Event,Plot,Grid,date,sample_name,Na_mgL_Porewater_average,Na_mgL_Porewater_stdev,K_mgL_Porewater_average,K_mgL_Porewater_stdev,Ca_mgL_Porewater_average,Ca_mgL_Porewater_stdev,Mg_mgL_Porewater_average,Mg_mgL_Porewater_stdev,Al_mgL_Porewater_average,Al_mgL_Porewater_stdev,S_mgL_Porewater_average,S_mgL_Porewater_stdev,Fe_mgL_Porewater_average,Fe_mgL_Porewater_stdev,P_mgL_Porewater_average,P_mgL_Porewater_stdev,Na_flag,K_flag,Ca_flag,Mg_flag,Al_flag,S_flag,Fe_flag,P_flag
TMP,FW,POOL,2022-06-23,TMP_FW_POOL_T3,1,0.0254,7.055868532079379,0.03175140839435721,2.558813310065179,0.010235253240260716,1.722981650910805,0.00740882109891646,0.66,0.00234,2.3805131455275688,0.011902565727637846,0.2,0.0017,0.2,0.0102,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2022-06-23,TMP_SW_POOL_T3,1142.7737324068346,3.199766450739137,42.55847048273436,0.13193125849647647,141.64417348857236,0.16997300818628683,120.7342012864036,0.3259823434732897,7.70205802235353,0.023876379869295937,127.38715117990748,0.14012586629789825,0.4,0.034480000000000004,0.4,0.02396,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2022-06-24,TMP_FW_POOL_T4,2,0.0386,7.020314692645036,0.09196612247364995,2.832061287712033,0.012744275794704153,1.6842109527531652,0.008926318049591776,1.240541259399576,0.012777574971815631,1.5720251150448987,0.04071545047966288,0.4,9.6e-4,0.4,0.01044,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,C,POOL,2022-06-24,TMP_C_POOL_T4,3.333333333333333,0.17533333333333334,5.936247178250214,0.05105172573295184,2.4971862039830457,0.015981991705491493,0.8187018321618164,0.004748470626538535,2.2055487733027057,0.00727831095189893,0.8876286149166346,0.07305183500763902,0.6666666666666667,0.0047333333333333324,0.6666666666666667,0.012400000000000005,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2022-06-24,TMP_SW_POOL_T4,901.8811049933277,14.069345237895911,33.42376734154695,0.23396637139082865,102.21089419098868,0.8483504217852059,81.09337020324163,0.36492016591458726,4.62243704347526,0.3360511730606514,99.99495388397023,0.7599616495181738,1.1273322147540328,0.1479059865757291,0.4,3.30224,NA,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,C,POOL,2022-09-12,TMP_C_POOL_20220912,2,0.17,4.437139041707488,0.044371390417074885,1.5679167426959033,0.0036062085082005767,0.6686047783193095,0.006284884916201509,1.407022238654244,0.004924577835289854,0.9109864665464691,0.011022936245212276,0.4,0.01308,0.4,0.015560000000000004,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2022-09-12,TMP_FW_POOL_20220912,2,0.1168,11.491188443841146,0.032175327642755214,2.273062481441949,0.0034095937221629235,1.4216769922772006,0.006824049562930562,1.2512500721380233,0.013888875800732055,0.8371888026998509,0.023357567595325843,0.4,0.00368,0.4,0.006320000000000001,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2022-09-12,TMP_SW_POOL_20220912,82.45939045820211,2.0120091271801317,7.9925354670955615,0.2062074150510655,4.263992523434515,0.2059508388818871,2.688800780709628,0.361374824927374,2.598751485344194,0.1457899583278093,8.474978338240897,0.2110269606221984,1,0.4732,0.5,0.0321,NA,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,C,POOL,2022-10-19,TMP_C_POOL_20221019,2.5,0.229,4.158166360975954,0.04199748024585713,1.614105360482826,0.006617831977979586,0.6487743783314479,0.003633136518656109,1.5950871435090703,0.0090919967180017,0.6951620185730949,0.043725690968247674,0.5,0.0067,0.5,0.02245,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2022-10-19,TMP_FW_POOL_20221019,3.333333333333333,0.454,9.658706985159043,0.1149386131233926,2.5009713259616775,0.016506410751347074,1.4794715347630052,0.025890751858352597,2,0.024,1.1310038893044174,0.02510828634255807,0.6666666666666667,0.005266666666666668,0.6666666666666667,0.018200000000000004,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,0.3 ppm detection limit; measured value ≤ ddetection limit for value before dilution correction,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2022-10-19,TMP_SW_POOL_20221019,141.8715231202578,6.28490847422742,7.1567192128420976,0.9740294848678096,4.314640500836473,1.3237317056566305,4.1256085232810245,1.8420842056449775,2.680014339934936,0.8222283994920383,19.012376452022558,6.808332007469277,4.379407489687408,3.591114141543674,0.5,0.60235,NA,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,C,POOL,2023-02-02,TMP_C_POOL_20230202,2,0.49700000000000005,3.7591340286287354,0.06014614445805976,1.924205402605376,0.0065422983688582775,0.723772241825547,0.01433069038814583,1.351483889021672,0.00973068400095604,0.8309081504575856,0.0655586530711035,0.4,0.0029200000000000003,0.4,0.02008,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2023-02-02,TMP_FW_POOL_20230202,2,0.2526,5.569616793482957,0.03118985404350456,2.3547986303072648,0.011773993151536329,1.4438981223710157,0.011695574791205228,1.2088002714079973,0.008219841845574382,1.3349304928993813,0.029368470843786392,0.4,0.006,0.4,0.018920000000000003,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2023-02-02,TMP_SW_POOL_20230202,187.2154040594129,26.827967401713867,6.119112574635204,0.3781611571124556,4.329727804132873,0.8668115063874012,4.623991456564252,1.063055635864122,3.9185526696169033,0.490994649502998,14.994955032763214,1.820387540977454,5.74866253019285,1.9660425853259549,0.4,0.1124,NA,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2022-06-22,TMP_SW_POOL_T2,1278.9178399176494,8.312965959464721,44.677648946168375,0.05808094363001889,128.3237675485978,0.7186130982721478,123.85039891354208,0.11146535902218786,7.979516190566219,0.19629609828792896,151.87309769195343,0.7138035591521811,1.2,0.70128,0.4,0.05992000000000001,NA,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2022-06-22,TMP_FW_POOL_T2,1.4285714285714286,0.09042857142857143,6.839121884338155,0.012994331580242494,2.4429932447396374,0.008061877707640806,1.4694295092573628,0.006024660987955187,0.8700723949246014,0.0069605791593968114,2.844446723581595,0.03697780740656074,0.2857142857142857,0.0010857142857142858,0.2857142857142857,0.005200000000000001,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,C,POOL,2022-05-23,TMP_C_POOL_20220523,0.5555555555555556,0.04211111111111111,2.706723458288365,0.03654076668689293,1.5577929878496737,0.010904550914947714,0.7635555427293027,0.002367022182460838,0.5866370519384217,0.0024052119129475288,0.5452765880905327,0.009269701997539057,0.11111111111111112,0.0016888888888888893,0.11111111111111112,9.333333333333331e-4,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,C,POOL,2022-06-13,TMP_C_POOL_20220613,1.25,0.385875,3.8681766126445303,0.025529965643453903,2.0113819919699645,0.013476259346198763,0.9009192264713561,0.008378548806183614,0.8457562722974457,0.0043979326159467175,0.7371777186895708,0.051160133677056234,0.25,0.0033750000000000004,0.25,0.008699999999999998,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,C,POOL,2022-08-08,TMP_C_POOL_20220808,3.333333333333333,3.6866666666666665,5.774076297792023,0.10624300387937322,2.6750681987511444,0.022738079689384728,0.8120941351358045,0.02087081927299017,2.115777974811916,0.02919773605240444,0.6390194636602972,0.024793955190019527,0.6666666666666667,8e-4,0.6666666666666667,0.0128,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,C,POOL,2023-04-17,TMP_C_POOL_20230417,2,0.898,5.245627803515749,0.031998329601446066,2.8931441620979013,0.01620160730774825,1.1521604448330194,0.00357169737898236,1.2708577574337712,0.005464688356965216,0.8450396180026826,0.026618747967084504,0.4,0.00336,0.4,0.01124,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,C,POOL,2022-05-15,TMP_C_POOL_20220515,3.333333333333333,0.23000000000000004,5.353794672855377,0.08619609423297159,2.8408827749339,0.013352149042189327,0.842664769342784,0.005224521569925261,2,0.0182,0.6521041558316834,0.03371378485649803,0.6666666666666667,0.0047333333333333324,0.6666666666666667,0.027733333333333336,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,0.3 ppm detection limit; measured value ≤ ddetection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,C,POOL,2023-05-23,TMP_C_POOL_20230523,0.5555555555555556,0.02766666666666667,5.857146725572885,0.03982859773389562,2.102191591768185,0.00588613645695092,1.683005704876636,0.0037026125507286,0.4361764639887837,0.0034894117119102694,0.8885316793865635,0.009862701641190855,0.11111111111111112,5.000000000000001e-4,0.11111111111111112,0.002477777777777778,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2022-06-20,TMP_FW_POOL_T0,1,0.0654,21.59008351609957,0.03670314197736927,5.0775065537347785,0.028941787356288235,4.411269256245352,0.007499157735617098,0.5985010714098933,0.004428907928433211,0.6439128005411955,0.019574949136452344,0.2,4e-5,0.2,0.005520000000000001,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,0.3 ppm detection limit; measured value ≤ ddetection limit for value before dilution correction,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2022-06-22,TMP_FW_POOL_T1,0.8333333333333333,0.03375,7.555007732124608,0.042308043299897805,1.918058738583308,0.014577246413233142,1.370370251980099,0.009729628789058704,0.5250830086714446,0.005723404794518746,2.223865055951244,0.01868046646999045,0.16666666666666669,0.0011833333333333331,0.16666666666666669,0.0056500000000000005,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2022-06-13,TMP_FW_POOL_20220613,1.25,0.115625,6.249795544210305,0.01187461153399958,2.2878176948896285,0.012354215552403994,1.4172240950242485,0.010629180712681863,0.7759457901947955,0.009544133219395984,0.493802444301788,0.010913034019069514,0.25,0.002875,0.25,0.007674999999999999,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2022-08-08,TMP_FW_POOL_20220808,3.333333333333333,8.095666666666668,7.594893176333794,0.06835403858700415,2.7941121588018896,0.005029401885843401,1.1737058525720052,0.004929564580802422,2,0.0142,0.6521041558316834,0.0168894976360406,0.6666666666666667,0.001666666666666667,0.6666666666666667,0.012000000000000002,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,0.3 ppm detection limit; measured value ≤ ddetection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2023-04-17,TMP_FW_POOL_20230417,2,1.2318,6.826788700175032,0.051200915251312734,3.032815163109431,0.002729533646798488,1.8709417480438768,0.002619318447261428,1.1864944345459112,0.005339224955456601,1.3035272316880544,0.05865872542596245,0.4,7.2e-4,0.4,0.0086,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,0.3 ppm detection limit; measured value ≤ ddetection limit for value before dilution correction,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,FW,POOL,2023-05-15,TMP_FW_POOL_20230515,3.333333333333333,11.428333333333336,7.317380029650806,0.1170780804744129,3.185235183851349,0.006688993886087832,1.6913262392530948,0.018266323383933424,2,0.0274,1.0420279825389915,0.01729766451014726,0.6666666666666667,0.007866666666666668,0.6666666666666667,0.007066666666666667,0.5 ppm detection limit; measured value ≤ detection limit for value before dilution correction,NA,NA,NA,0.3 ppm detection limit; measured value ≤ ddetection limit for value before dilution correction,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2022-05-23,TMP_SW_POOL_20220523,44.26738700815324,4.98008103841724,4.813077271959134,0.5963402739957367,2.3465898339384377,0.37404641952978696,2.130430376226918,0.3532253563784229,0.7033685716434857,0.03319899658157252,1.0785244376121308,0.2673662080840472,0.5666666666666667,0.28299333333333326,0.11111111111111112,0.029400000000000003,NA,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2022-06-22,TMP_SW_POOL_T1,765.071264923913,17.59663909325,37.900087190603806,0.7580017438120763,85.9018092648813,0.21475452316220325,72.48786753932177,0.46392235225165934,2.526820235477562,0.02097260795446377,83.69039440146123,0.6527850763313976,0.4,0.19432,0.4,0.08444,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2022-06-13,TMP_SW_POOL_20220613,162.18186943187033,12.244731142106207,9.62448759279617,0.8960397948893232,2.347847832955607,0.24558488332715653,1.019456876253559,0.29023937266938826,2,0.0374,0.6666666666666667,0.2872666666666668,0.6666666666666667,0.0478,0.6666666666666667,0.027200000000000005,NA,NA,NA,NA,0.3 ppm detection limit; measured value ≤ ddetection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2022-08-08,TMP_SW_POOL_20220808,186.85544646931905,9.04380360911504,8.954737318047721,0.08775642571686766,6.927608869243349,0.13993769915871565,5.303746542942672,0.46885119439613215,1.770235123664468,0.0382370786711525,16.71262095796165,1.0963479348422842,0.6019710004598428,0.1777018393357456,0.33333333333333337,0.18586666666666668,NA,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2023-05-15,TMP_SW_POOL_20230515,199.39991801196183,10.328915753019622,10.6319386560901,0.9579376729137181,2.640749852189272,0.5083443465464349,2.8553140280015374,1.791709552570965,2.34090741323714,0.2837179784843413,2.3662726371257032,0.5085119897183136,1.4,1.15934,0.6666666666666667,0.1002,NA,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
TMP,SW,POOL,2023-04-17,TMP_SW_POOL_20230417,372.334037279752,19.69647057209888,15.946957252667376,4.347140547077127,5.235042225081404,0.7072542046084976,7.443893409394339,1.5483298291540226,2.159382378322943,0.030447291534353497,3.8804489532281,0.34535995683730086,1.36,0.01904,0.4,0.17504,NA,NA,NA,NA,NA,NA,NA,0.1 ppm detection limit; measured value ≤ detection limit for value before dilution correction
